ANO_CENSO;TRIMESTRE;NOFORMULAR;FECHADILI;REGION;OB_FORMAL;AMPLIACION;ESTADO_ACT;MOVIMIENTO;ESTRATO;USO;USO_DOS;MESINICIO;ANOINICIO;MESREINICI;ANOREINICI;MESCULMINA;ANOCULMINA;AREATOTZC;AREAUNITGA;UNIDADESGA;PRECIOUNIG;TIPOVALOR;SIS_CONSTR;MANO_OBRAP;MANO_OBRAT;MANO_OBRAF;AREA_LOTE;AREAVENDIB;NUMUNIDEST;NUMUNIVEN;NUMUNIXVEN;NRO_EDIFIC;NRO_PISOS;CAPITULO;GRADOAVANC;PRECIOVTAX;TIPOVRDEST;AREATOTCO2;AREAVENUNI;TIPOVIVI;RANVIVI;MEZ_OBRA;CONCRETO;Destino2;id;LOCALIDAD2;DPTO_MPIO
2012;4;48239;01/11/2013;11;1;2;1;C;6;2;1;8;2012;0;0;0;0;408;14;20;13000;1;2;12;25;0;0;2384;7;0;0;1;8;1;80;6149;1;2792;341;2;6; ; ;1;3123;2;11001
2014;3;59821;10/10/2014;11;1;2;1;C;6;1;0;2;2014;0;0;0;0;359;13;21;20000;1;2;10;50;0;0;1392;17;0;5;1;5;3;20;6149;1;1751;82;2;6; ; ;1;3124;1;11001
2015;4;60272;01/12/2016;11;2;2;3;T;5;1;0;2;2014;0;0;1;2016;4449;12;158;20000;2;2;0;0;0;0;9981;92;5;15;1;9;6;100;6148;1;14430;108;2;6;2;2;1;3125;1;11001
2016;1;64011;04/06/2016;11;1;2;1;C;5;1;0;9;2014;0;0;0;0;1024;11;28;20000;2;2;1;12;0;0;1566;15;0;1;1;7;5;100;6145;1;2590;104;2;6;2;2;1;3126;1;11001
2016;2;64011;07/07/2016;11;1;2;3;T;5;1;0;9;2014;0;0;7;2016;1024;11;28;20000;2;2;0;0;0;0;1566;15;1;0;1;7;6;100;6145;1;2590;104;2;6;2;2;1;3127;1;11001
2017;1;76897;03/18/17;11;1;2;1;C;4;1; ;5;2016;0;0;0;0;292;11;12;18000;2;2;2;20;0;0;958;12;0;12;1;5;4;40;6144;1;1250;80;2;6;2;2;1;3128;13;11001
2014;3;51714;09/09/2014;11;1;2;1;C;6;1;0;1;2013;0;0;0;0;3209;15;89;16000;1;2;10;70;0;0;6730;20;0;3;1;8;4;70;6144;1;9939;337;2;6; ; ;1;3129;2;11001
2014;4;51714;12/10/2014;11;1;2;1;C;6;1;0;1;2013;0;0;0;0;3209;15;89;16000;1;2;7;89;0;0;6730;20;0;3;1;8;4;100;6144;1;9939;337;2;6; ; ;1;3130;2;11001
2015;1;51714;03/05/2015;11;1;2;1;C;6;1;0;1;2013;0;0;0;0;3209;15;89;16000;1;2;8;107;0;0;6730;20;0;3;1;8;5;10;6144;1;9939;337;2;6; ; ;1;3131;2;11001
2012;2;42874;07/06/2012;11;1;2;1;C;6;1;0;10;2011;0;0;0;0;4663;11;82;18000;1;2;10;50;0;0;9790;82;12;23;0;0;1;60;6143;1;14453;119;2;6; ; ;1;3132;2;11001
2016;3;77133;10/04/2016;11;1;2;1;C;4;1;0;6;2016;0;0;0;0;1143;11;64;27000;2;2;7;7;0;0;4360;106;5;60;1;9;1;50;6142;1;5503;41;2;5;2;2;1;3133;2;11001
2017;4;73478;11/21/17;11;1;2;1;C;5;1; ;11;2015;0;0;0;0;3696;10;165;24000;2;2;30;90;0;0;15757;165;0;6;1;14;3;80;6140;1;19453;95;2;6;2;2;1;3134;1;11001
2017;3;73478;08/28/17;11;1;2;1;C;5;1; ;11;2015;0;0;0;0;3696;10;165;24000;2;2;17;103;0;0;15757;165;24;6;1;14;2;100;6140;1;19453;95;2;6;2;2;1;3135;1;11001
2015;3;71882;10/08/2015;11;1;2;1;N;5;1;0;8;2015;0;0;0;0;581;13;36;20000;2;2;1;5;0;1200;2119;13;5;8;1;6;1;1;6140;1;2700;163;2;6;2;1;1;3136;1;11001
2017;2;73478;05/27/17;11;1;2;1;C;5;1; ;11;2015;0;0;0;0;3696;10;165;24000;2;2;22;130;0;0;15757;165;4;30;1;14;2;91;6139;1;19453;95;2;6;2;2;1;3137;1;11001
2015;4;65670;01/16/16;11;1;2;1;C;6;1;0;10;2014;0;0;0;0;1541;10;60;19000;2;2;10;40;0;0;3935;42;0;6;1;6;4;50;6135;1;5476;94;2;6;2;2;1;3138;1;11001
2014;4;48054;01/24/15;11;1;2;3;T;6;1;0;9;2012;0;0;1;2015;395;12;30;18000;1;3;0;0;0;0;2535;30;0;10;0;0;6;100;6131;1;2930;85;2;6; ; ;1;3139;1;11001
2018;1;86476;02/22/18;11;1;2;1;C;5;1; ;9;2017;0;0;0;0;1641;11;39;20000;2;2;3;8;0;506;2438;28;0;28;1;9;1;45;6131;2;4079;87;2;6;2;1;1;3140;1;11001
2017;4;86476;11/25/17;11;1;2;1;N;5;1; ;9;2017;0;0;0;0;1641;11;39;20000;2;2;2;10;0;506;2438;28;0;28;1;9;1;30;6131;1;4079;87;2;6;2;1;1;3141;1;11001
2017;1;73430;03/30/17;11;1;2;1;C;6;1; ;1;2016;0;0;0;0;862;11;30;18000;2;2;3;12;0;0;2276;19;0;14;1;8;4;100;6131;1;3138;120;2;6;2;2;1;3142;1;11001
2015;3;69870;10/03/2015;11;1;2;1;C;5;1;0;6;2015;0;0;0;0;1743;11;91;20000;2;2;6;35;0;0;5008;50;37;8;1;6;2;5;6130;1;6751;100;2;6;2;2;1;3143;1;11001
2015;1;55947;04/09/2015;11;2;2;1;C;6;1;0;10;2013;0;0;0;0;300;13;15;16000;1;2;9;21;0;0;1700;15;0;1;1;5;4;80;6129;1;2000;113;2;6; ; ;1;3144;1;11001
2016;4;73430;01/06/2017;11;1;2;1;C;6;1;0;1;2016;0;0;0;0;862;11;30;18000;2;2;8;15;0;0;2276;19;0;14;1;8;2;80;6123;1;3138;120;2;6;2;2;1;3145;1;11001
2015;1;53190;04/13/15;11;1;2;3;T;6;1;0;7;2013;0;0;4;2015;1320;10;58;17000;1;2;0;0;0;0;3780;58;8;0;1;5;6;100;6120;1;5100;65;2;6; ; ;1;3146;1;11001
2013;1;51527;04/11/2013;11;1;2;1;N;6;1;0;4;2013;0;0;0;0;1573;10;58;20000;1;2;10;30;0;17804;3310;10;6;4;1;5;1;5;6117;1;4883;331;2;6; ; ;1;3147;11;11001
2013;1;51784;04/15/13;11;1;2;1;N;6;1;0;2;2013;0;0;0;0;583;11;25;15000;1;2;1;14;0;468;1450;22;22;0;1;4;1;5;6111;1;2033;66;2;6; ; ;1;3148;1;11001
2013;4;48063;01/25/14;11;1;2;3;T;6;1;0;7;2012;0;0;1;2014;1706;15;49;20000;1;2;0;0;0;0;3856;24;0;0;1;6;6;100;6111;2;5562;161;2;6; ; ;1;3149;1;11001
2018;1;70000;03/17/18;11;1;2;1;C;5;1; ;5;2015;0;0;0;0;6943;11;168;17000;2;2;8;110;0;0;13549;135;0;13;1;16;5;10;6111;1;20492;100;2;6;2;2;1;3150;11;11001
2015;1;60033;04/09/2015;11;1;2;1;C;5;1;0;1;2014;0;0;0;0;1060;13;39;20000;2;2;6;14;0;0;2159;25;0;20;1;5;4;90;6110;1;3219;86;2;6; ; ;1;3151;1;11001
2014;2;51714;06/14/14;11;1;2;1;C;6;1;0;1;2013;0;0;0;0;3209;15;89;16000;1;2;8;70;0;0;6730;20;0;3;1;8;3;45;6110;2;9939;337;2;6; ; ;1;3152;2;11001
2015;3;60033;10/07/2015;11;1;2;3;T;5;1;0;1;2014;0;0;9;2015;1060;13;39;20000;2;2;0;0;0;0;2159;25;13;7;1;5;6;100;6110;1;3219;86;2;6;2;2;1;3153;1;11001
2015;2;60033;07/04/2015;11;1;2;1;C;5;1;0;1;2014;0;0;0;0;1060;13;39;20000;2;2;6;14;0;0;2159;25;0;20;1;5;5;90;6110;1;3219;86;2;6; ; ;1;3154;1;11001
2018;2;85599;06/23/18;11;1;2;1;C;5;1; ;8;2017;0;0;0;0;6500;10;336;17000;2;2;7;38;0;5877;23293;192;13;160;1;24;1;50;6103;1;29793;121;2;6;2;2;1;3155;11;11001
2014;4;53190;01/26/15;11;1;2;1;C;6;1;0;7;2013;0;0;0;0;1320;10;58;17000;1;2;0;15;0;0;3780;58;0;8;1;5;4;30;6102;1;5100;65;2;6; ; ;1;3156;1;11001
2016;3;69870;10/06/2016;11;1;2;1;C;5;1;0;6;2015;0;0;0;0;1743;11;91;20000;2;2;5;65;0;0;5008;50;0;2;1;6;4;100;6102;1;6751;100;2;6;2;2;1;3157;1;11001
2016;3;59485;10/03/2016;11;1;2;1;R;5;2;3;3;2014;8;2016;0;0;201;0;0;0;0;2;0;7;0;0;580;3;0;0;1;3;5;85;6100;1;781;193;2;6;2;2;1;3158;1;11001
2016;4;59485;01/04/2017;11;1;2;1;C;5;2;3;3;2014;0;0;0;0;201;0;0;0;0;2;0;9;0;0;580;3;0;0;1;3;5;100;6100;1;781;193;2;6;2;2;1;3159;1;11001
2016;2;62715;07/02/2016;11;1;2;1;C;5;2;1;7;2014;0;0;0;0;100;0;0;0;0;2;1;7;0;0;860;11;0;0;1;7;5;100;6100;1;960;78;2;6;2;2;1;3160;1;11001
2016;2;65689;07/02/2016;11;1;2;3;T;5;1;0;11;2014;0;0;6;2016;459;14;31;18000;2;2;0;0;0;0;2596;18;0;0;1;5;6;100;6100;1;3055;144;2;6;2;2;1;3161;1;11001
2016;2;59485;07/13/16;11;1;2;2;I;5;2;3;3;2014;0;0;0;0;201;0;0;0;0;2;0;0;0;0;580;3;0;0;1;3;5;80;6100;2;781;193;2;6;2;2;1;3162;1;11001
2016;1;65689;04/06/2016;11;1;2;1;C;5;1;0;11;2014;0;0;0;0;459;14;31;18000;2;2;11;49;0;0;2596;18;0;0;1;5;5;60;6100;1;3055;144;2;6;2;2;1;3163;1;11001
2016;1;65655;04/09/2016;11;1;2;1;R;5;1;0;11;2014;2;2016;0;0;406;13;27;15000;2;2;3;8;0;0;1430;14;0;9;1;5;1;40;6100;1;1836;102;2;6;2;2;1;3164;1;11001
2017;1;78759;04/06/2017;11;1;2;1;C;4;1; ;7;2016;0;0;0;0;307;11;37;20000;2;2;0;10;0;0;2693;26;0;4;1;8;2;21;6100;1;3000;104;2;6;2;2;1;3165;2;11001
2014;4;55585;12/03/2014;11;1;2;1;C;5;1;0;9;2013;0;0;0;0;2061;11;11;18000;1;2;7;75;0;0;6476;29;0;0;1;15;3;80;6100;1;8537;223;2;6; ; ;1;3166;2;11001
2014;4;65689;01/26/15;11;1;2;1;N;5;1;0;11;2014;0;0;0;0;459;14;31;18000;2;2;3;17;0;728;2596;18;18;0;1;5;1;90;6100;1;3055;144;2;6; ; ;1;3167;1;11001
2014;4;65655;01/28/15;11;1;2;1;N;5;1;0;11;2014;0;0;0;0;406;13;27;15000;2;2;2;6;0;486;1430;14;5;9;1;5;1;5;6100;1;1836;102;2;6; ; ;1;3168;1;11001
2015;1;65655;04/11/2015;11;1;2;2;I;5;1;0;11;2014;0;0;0;0;406;13;27;15000;2;2;0;0;0;0;1430;14;0;9;1;5;1;5;6100;2;1836;102;2;6; ; ;1;3169;1;11001
2015;1;67466;04/11/2015;11;1;2;1;N;5;2;3;3;2015;0;0;0;0;1082;0;0;0;0;2;0;8;0;771;1350;12;0;0;1;5;1;70;6100;2;2432;113;2;6; ; ;1;3170;1;11001
2015;1;65689;04/13/15;11;1;2;1;C;5;1;0;11;2014;0;0;0;0;459;14;31;18000;2;2;3;17;0;0;2596;18;0;0;1;5;2;40;6100;1;3055;144;2;6; ; ;1;3171;1;11001
2015;1;51718;04/10/2015;11;1;2;3;T;6;1;0;1;2013;0;0;4;2015;5928;12;247;20000;1;2;0;0;0;0;12572;142;3;0;1;7;6;100;6100;1;18500;89;2;6; ; ;1;3172;2;11001
2015;1;55585;03/04/2015;11;1;2;1;C;5;1;0;9;2013;0;0;0;0;2061;11;11;18000;1;2;4;6;0;0;6476;29;0;0;1;15;4;50;6100;1;8537;223;2;6; ; ;1;3173;2;11001
2014;2;44025;07/04/2014;11;1;2;1;C;6;1; ;2;2012;0;0;0;0;1207;11;62;12000;1;2;17;6;0;0;3668;36;0;0;0;0;6;81;6100;1;4875;102;2;6; ; ;1;3174;2;11001
2014;2;55585;06/14/14;11;1;2;1;C;5;1;0;9;2013;0;0;0;0;2061;11;11;18000;1;2;5;100;0;0;6476;29;1;0;1;15;2;55;6100;1;8537;223;2;6; ; ;1;3175;2;11001
2014;3;55866;10/10/2014;11;1;2;1;C;6;1;0;7;2013;0;0;0;0;2145;14;92;20000;1;2;14;46;0;0;6355;38;1;4;1;5;5;15;6100;1;8500;167;2;6; ; ;1;3176;1;11001
2014;3;51527;10/15/14;11;1;2;3;T;6;1;0;4;2013;0;0;10;2014;1573;10;58;20000;1;2;0;0;0;0;3310;10;0;1;1;5;6;100;6100;1;4883;331;2;6; ; ;1;3177;11;11001
2014;3;55585;09/04/2014;11;1;2;1;C;5;1;0;9;2013;0;0;0;0;2061;11;11;18000;1;2;30;60;0;0;6476;29;0;0;1;15;2;70;6100;1;8537;223;2;6; ; ;1;3178;2;11001
2014;3;59820;10/11/2014;11;1;2;1;C;6;1; ;3;2014;0;0;0;0;1295;15;53;18000;2;2;5;40;0;0;3744;25;2;8;1;5;3;10;6100;1;5039;150;2;6; ; ;1;3179;1;11001
2014;3;44025;10/06/2014;11;1;2;3;T;6;1; ;2;2012;0;0;9;2014;1207;11;62;12000;1;2;0;0;0;0;3668;36;0;0;0;0;6;100;6100;1;4875;102;2;6; ; ;1;3180;2;11001
2014;2;62358;07/05/2014;11;2;2;1;N;6;1; ;5;2014;0;0;0;0;2762;12;114;19000;2;2;6;49;0;2221;7789;69;54;15;1;5;1;5;6100;1;10551;113;2;6; ; ;1;3181;1;11001
2015;2;65655;07/07/2015;11;1;2;2;C;5;1;0;11;2014;0;0;0;0;406;13;27;15000;2;2;0;0;0;0;1430;14;0;9;1;5;1;5;6100;2;1836;102;2;6; ; ;1;3182;1;11001
2015;2;65689;07/09/2015;11;1;2;1;C;5;1;0;11;2014;0;0;0;0;459;14;31;18000;2;2;7;33;0;0;2596;18;0;0;1;5;3;50;6100;1;3055;144;2;6; ; ;1;3183;1;11001
2015;2;65677;07/06/2015;11;1;2;1;C;5;1; ;1;2015;0;0;0;0;987;14;45;17500;2;2;3;15;0;0;2554;20;5;5;1;5;1;80;6100;1;3541;128;2;6; ; ;1;3184;1;11001
2015;2;69870;07/10/2015;11;1;2;1;N;5;1;0;6;2015;0;0;0;0;1743;11;91;20000;2;2;5;18;0;1600;5008;50;5;45;1;6;1;40;6100;1;6751;100;2;6; ; ;1;3185;1;11001
2015;2;55585;06/03/2015;11;1;2;1;C;5;1;0;9;2013;0;0;0;0;2061;11;11;18000;1;2;5;115;0;0;6476;29;0;0;1;15;5;100;6100;1;8537;223;2;6; ; ;1;3186;2;11001
2015;3;55585;09/01/2015;11;1;2;3;T;5;1;0;9;2013;0;0;9;2015;2061;11;11;18000;1;2;0;0;0;0;6476;29;0;0;1;15;6;100;6100;1;8537;223;2;6;2;2;1;3187;2;11001
2015;3;65655;10/09/2015;11;1;2;2;C;5;1;0;11;2014;0;0;0;0;406;13;27;15000;2;2;0;0;0;0;1430;14;0;9;1;5;1;5;6100;2;1836;102;2;6;2;2;1;3188;1;11001
2015;3;65689;10/06/2015;11;1;2;1;C;5;1;0;11;2014;0;0;0;0;459;14;31;18000;2;2;8;42;0;0;2596;18;0;0;1;5;4;30;6100;1;3055;144;2;6;2;2;1;3189;1;11001
2015;4;65655;01/18/16;11;1;2;2;C;5;1;0;11;2014;0;0;0;0;406;13;27;15000;2;2;0;0;0;0;1430;14;0;9;1;5;1;5;6100;2;1836;102;2;6;2;2;1;3190;1;11001
2015;4;65669;01/12/2016;11;1;2;1;C;5;1;0;12;2014;0;0;0;0;1205;12;44;17000;2;2;5;30;0;0;2577;29;0;2;1;9;3;40;6100;1;3782;89;2;6;2;2;1;3191;1;11001
2015;4;65689;01/14/16;11;1;2;1;C;5;1;0;11;2014;0;0;0;0;459;14;31;18000;2;2;8;32;0;0;2596;18;0;0;1;5;4;80;6100;1;3055;144;2;6;2;2;1;3192;1;11001
2015;4;71587;01/15/16;11;1;2;1;C;6;2;1;8;2015;0;0;0;0;1169;0;0;0;0;2;5;25;0;0;1585;16;0;0;1;6;2;70;6100;1;2754;99;2;6;2;2;1;3193;1;11001
2016;1;59485;04/04/2016;11;1;2;1;C;5;2;3;3;2014;0;0;0;0;201;0;0;0;0;2;3;8;0;0;580;3;0;0;1;3;5;80;6100;2;781;193;2;6;2;2;1;3194;1;11001
2017;4;85480;12/18/17;11;1;2;1;C;5;2;3;8;2017;0;0;0;0;1135;0;0;0;0;2;6;20;0;700;2041;25;0;0;1;4;2;15;6100;1;3176;82;2;6;2;2;1;3195;11;11001
2017;4;85050;11/22/17;11;1;2;1;C;5;1; ;7;2017;0;0;0;0;1770;15;104;20000;2;2;8;75;0;1535;6452;64;0;14;1;8;2;25;6100;1;8222;101;2;6;2;2;1;3196;1;11001
2018;1;87574;02/19/18;11;1;2;1;N;5;1; ;11;2017;0;0;0;0;496;11;30;20000;2;2;1;4;0;415;1388;16;4;12;1;5;1;5;6100;1;1884;87;2;6;2;1;1;3197;1;11001
2018;1;85480;03/21/18;11;1;2;1;C;5;2;3;8;2017;0;0;0;0;1135;0;0;0;0;2;5;25;0;700;2041;25;0;0;1;4;2;50;6100;1;3176;82;2;6;2;2;1;3198;11;11001
2012;2;40781;07/12/2012;11;1;2;3;T;6;1; ;6;2011;0;0;6;2012;972;0;0;0;0;2;0;0;0;0;2528;19;1;0;0;0;6;100;6100;1;3500;133;2;6; ; ;1;3199;1;11001
2012;4;40738;01/11/2013;11;1;2;1;C;6;1;0;5;2011;0;0;0;0;1960;12;48;1400;1;2;10;60;0;0;11496;24;0;0;0;0;5;70;6100;1;13456;479;2;6; ; ;1;3200;2;11001
2012;3;48251;10/10/2012;11;1;2;1;N;6;1;0;9;2012;0;0;0;0;702;10;33;17000;1;2;4;6;0;477;2160;25;25;0;1;6;1;10;6100;1;2862;86;2;6; ; ;1;3201;2;11001
2012;3;40737;10/04/2012;11;1;2;1;C;6;1;0;5;2011;0;0;0;0;295;10;36;13000;1;2;2;48;0;0;1770;10;0;0;0;0;5;80;6100;1;2065;177;2;6; ; ;1;3202;2;11001
2012;3;42245;10/06/2012;11;1;2;1;C;6;1; ;8;2011;0;0;0;0;239;10;20;18000;1;2;7;50;0;0;930;10;0;0;0;0;4;15;6100;1;1169;93;2;6; ; ;1;3203;2;11001
2012;3;42007;10/04/2012;11;1;2;3;T;6;1;0;8;2011;0;0;9;2012;836;10;43;18000;1;2;0;0;0;0;2119;27;0;0;0;0;6;100;6100;1;2955;78;2;6; ; ;1;3204;2;11001
2014;1;44025;03/19/14;11;1;2;1;C;6;1; ;2;2012;0;0;0;0;1207;11;62;12000;1;2;1;0;0;0;3668;36;0;0;0;0;6;80;6100;1;4875;102;2;6; ; ;1;3205;2;11001
2014;1;51714;03/12/2014;11;1;2;1;C;6;1;0;1;2013;0;0;0;0;3209;15;89;16000;1;2;8;62;0;0;6730;20;0;3;1;8;3;40;6100;1;9939;337;2;6; ; ;1;3206;2;11001
2014;1;53206;04/02/2014;11;1;2;1;C;6;1;0;6;2013;0;0;0;0;434;10;57;12500;1;2;10;50;0;0;2937;26;0;16;0;0;4;10;6100;1;3371;113;2;6; ; ;1;3207;1;11001
2013;3;44024;10/16/13;11;1;2;3;T;6;1; ;3;2012;0;0;10;2013;667;10;28;9000;1;2;0;0;0;0;1333;10;0;0;0;0;6;100;6100;1;2000;133;2;6; ; ;1;3208;2;11001
2013;3;55838;10/22/13;11;1;2;1;N;6;1;0;8;2013;0;0;0;0;942;11;95;18000;1;2;5;15;0;1056;4028;37;37;0;1;5;1;50;6100;1;4970;109;2;6; ; ;1;3209;11;11001
2013;1;51786;04/15/13;11;1;2;1;N;6;1;0;1;2013;0;0;0;0;862;13;17;19000;1;2;4;21;0;579;1563;15;0;15;1;5;2;40;6100;1;2425;104;2;6; ; ;1;3210;1;11001
2013;1;50254;04/09/2013;11;1;2;1;C;6;1;0;10;2012;0;0;0;0;755;10;37;20000;1;2;4;40;0;0;1953;21;13;3;1;7;2;30;6100;1;2708;93;2;6; ; ;1;3211;2;11001
2013;1;50223;04/09/2013;11;1;2;1;C;6;1;0;11;2012;0;0;0;0;556;11;14;18000;1;2;9;15;0;0;2023;16;0;16;1;6;2;40;6100;1;2579;126;2;6; ; ;1;3212;2;11001
2013;1;42014;04/09/2013;11;1;2;3;T;6;1; ;8;2011;0;0;4;2013;647;11;29;16000;1;1;0;0;0;0;2969;29;0;0;0;0;6;100;6100;1;3616;102;2;6; ; ;1;3213;2;11001
2013;1;42400;04/04/2013;11;1;2;3;T;6;1; ;7;2011;0;0;4;2013;880;10;57;17500;1;2;0;0;0;0;3130;16;0;0;0;0;6;100;6100;1;4010;196;2;6; ; ;1;3214;2;11001
2012;4;50013;01/10/2013;11;1;2;1;N;6;1;0;10;2012;0;0;0;0;2453;12;46;19000;1;2;6;54;0;912;4134;18;10;8;1;9;1;60;6100;1;6587;230;2;6; ; ;1;3215;2;11001
2013;2;44769;07/03/2013;11;1;2;1;C;6;1;0;4;2012;0;0;0;0;317;14;30;17000;1;2;3;30;0;0;2060;12;0;0;0;0;6;10;6100;1;2377;172;2;6; ; ;1;3216;2;11001
2013;2;42018;07/03/2013;11;1;2;1;C;6;1;0;9;2011;0;0;0;0;831;11;61;18000;1;2;12;34;0;0;2579;30;0;0;0;0;6;20;6100;1;3410;86;2;6; ; ;1;3217;2;11001
2013;2;53206;07/08/2013;11;1;2;1;N;6;1;0;6;2013;0;0;0;0;434;10;57;12500;1;2;8;20;0;1008;2937;26;10;16;1;5;1;100;6100;1;3371;113;2;6; ; ;1;3218;1;11001
2018;2;78790;05/21/18;11;1;2;3;T;4;2;1;9;2016;0;0;5;2018;90;0;0;0;0;2;0;0;0;0;244;4;0;0;1;5;6;100;6100;2;334;61;2;6;2;2;1;3219;2;11001
2018;2;87574;05/18/18;11;1;2;1;C;5;1; ;11;2017;0;0;0;0;496;11;30;20000;2;2;1;9;0;415;1388;16;0;12;1;5;1;90;6100;2;1884;87;2;6;2;2;1;3220;1;11001
2016;3;71584;10/05/2016;11;1;2;3;T;5;1;0;8;2015;0;0;10;2016;450;10;59;15000;2;2;0;0;0;0;2617;25;0;6;1;6;6;100;6099;1;3067;105;2;6;2;2;1;3221;1;11001
2017;2;79147;07/07/2017;11;1;2;1;C;5;1; ;9;2016;0;0;0;0;2141;10;132;20000;1;2;10;110;0;0;6404;60;0;10;1;10;3;20;6097;1;8545;107;2;6;2;2;1;3222;11;11001
2017;2;74469;04/27/17;11;1;2;1;C;4;1; ;1;2016;0;0;0;0;1609;10;213;20000;2;2;6;157;0;0;8471;198;0;0;1;16;3;85;6095;1;10080;43;2;5;2;2;1;3223;3;11001
2017;1;74469;02/03/2017;11;1;2;1;C;4;1;0;1;2016;0;0;0;0;1609;10;213;20000;2;2;20;77;0;0;8471;198;5;0;1;16;2;60;6095;1;10080;43;2;5;2;2;1;3224;3;11001
2017;3;74469;07/27/17;11;1;2;1;C;4;1; ;1;2016;0;0;0;0;1609;10;213;20000;2;2;22;118;0;0;8471;198;0;0;1;16;3;100;6095;1;10080;43;2;5;2;2;1;3225;3;11001
2017;4;74469;10/23/17;11;1;2;3;T;4;1; ;1;2016;0;0;10;2017;1609;10;213;20000;2;2;0;0;0;0;8471;198;0;0;1;16;6;100;6095;1;10080;43;2;5;2;2;1;3226;3;11001
2016;3;69872;10/03/2016;11;1;2;1;C;6;1;0;7;2015;0;0;0;0;1207;12;48;20000;1;4;0;20;0;0;3675;34;0;5;1;10;3;60;6095;1;4882;108;2;6;2;2;1;3227;1;11001
2016;2;60283;07/14/16;11;1;2;1;C;5;1;0;3;2014;0;0;0;0;5924;13;152;20000;2;2;10;80;0;0;13832;76;6;38;0;0;5;10;6095;1;19756;182;2;6;2;2;1;3228;11;11001
2017;1;82605;04/17/17;11;1;2;1;N;5;1; ;1;2017;0;0;0;0;2267;11;56;20000;2;2;5;19;0;544;4561;44;33;11;1;15;1;10;6094;1;6828;104;2;6;2;1;1;3229;11;11001
2015;1;65675;04/09/2015;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;727;10;56;20000;2;2;5;20;0;0;2681;20;1;3;1;6;1;100;6091;1;3408;134;2;6; ; ;1;3230;1;11001
2015;3;65652;10/03/2015;11;1;2;1;C;5;1;0;12;2014;0;0;0;0;170;12;22;17000;2;2;3;15;0;0;1597;19;1;3;1;6;3;80;6090;1;1767;84;2;6;2;2;1;3231;1;11001
2015;3;65670;10/07/2015;11;1;2;1;C;6;1;0;10;2014;0;0;0;0;1541;10;60;19000;2;2;6;44;0;0;3935;42;0;6;1;6;3;50;6089;1;5476;94;2;6;2;2;1;3232;1;11001
2015;1;65684;04/08/2015;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;1086;14;47;20000;2;2;2;23;0;0;2560;19;1;5;1;6;1;50;6089;1;3646;135;2;6; ; ;1;3233;1;11001
2013;1;42247;04/06/2013;11;1;2;3;T;6;1;0;8;2011;0;0;4;2013;1254;10;60;17500;1;2;0;0;0;0;3809;13;0;0;0;0;6;100;6087;1;5063;293;2;6; ; ;1;3234;2;11001
2014;3;62415;10/06/2014;11;1;2;1;C;6;1; ;6;2014;0;0;0;0;1374;15;63;20000;2;2;10;28;0;0;3912;35;10;4;1;4;1;15;6086;1;5286;112;2;6; ; ;1;3235;1;11001
2016;1;60283;04/16/16;11;1;2;1;C;5;1;0;3;2014;0;0;0;0;5924;13;152;20000;2;2;7;200;0;0;13832;76;1;44;0;0;4;10;6086;1;19756;182;2;6;2;2;1;3236;11;11001
2017;4;78937;11/22/17;11;1;2;1;C;5;1; ;8;2016;0;0;0;0;1950;10;130;20000;2;2;18;50;0;0;5156;50;3;5;1;7;5;80;6086;1;7106;103;2;6;2;2;1;3237;1;11001
2015;1;65669;04/13/15;11;1;2;1;C;5;1;0;12;2014;0;0;0;0;1205;12;44;17000;2;2;4;13;0;0;2577;29;0;29;1;9;1;100;6085;1;3782;89;2;6; ; ;1;3238;1;11001
2015;1;62415;04/13/15;11;1;2;1;C;6;1; ;6;2014;0;0;0;0;1374;15;63;20000;2;2;10;35;0;0;3912;35;0;0;1;4;2;60;6084;1;5286;112;2;6; ; ;1;3239;1;11001
2015;1;57832;04/09/2015;11;1;2;1;C;6;1;0;12;2013;0;0;0;0;2378;14;104;20000;2;2;15;70;0;0;5864;56;0;0;1;8;3;10;6084;1;8242;105;2;6; ; ;1;3240;2;11001
2014;4;62415;01/26/15;11;1;2;1;C;6;1; ;6;2014;0;0;0;0;1374;15;63;20000;2;2;10;35;0;0;3912;35;4;0;1;4;2;20;6084;1;5286;112;2;6; ; ;1;3241;1;11001
2014;4;57832;01/21/15;11;1;2;1;C;6;1; ;12;2013;0;0;0;0;2378;14;104;20000;2;2;10;20;0;0;5864;56;15;0;1;8;2;60;6084;1;8242;105;2;6; ; ;1;3242;2;11001
2016;1;62415;04/06/2016;11;1;2;1;C;6;1;0;6;2014;0;0;0;0;1374;15;63;20000;2;2;5;75;0;0;3912;35;0;0;1;4;5;10;6084;1;5286;112;2;6;2;2;1;3243;1;11001
2015;4;62415;01/14/16;11;1;2;1;C;6;1;0;6;2014;0;0;0;0;1374;15;63;20000;2;2;12;138;0;0;3912;35;0;0;1;4;4;80;6084;1;5286;112;2;6;2;2;1;3244;1;11001
2015;3;57832;10/05/2015;11;1;2;3;T;6;1;0;12;2013;0;0;9;2015;2378;14;104;20000;2;2;0;0;0;0;5864;56;0;0;1;8;6;100;6084;1;8242;105;2;6;2;2;1;3245;2;11001
